C,NEMP.WORLD,NEXT_DAY_ACTUAL_GEN,AEMO,PUBLIC,2016/04/22,04:10:20,0000000270628747,NEXT_DAY_ACTUAL_GEN,0000000270628747
I,METER_DATA,GEN_DUID,1,INTERVAL_DATETIME,DUID,MWH_READING,LASTCHANGED
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",ANGAS1,0,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",ANGAS2,0,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",BUTLERSG,6.099998,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CALL_A_4,0,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CAPTL_WF,0,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CATAGUN1,20.300001,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CATHROCK,0,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CHALLHWF,17.700001,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CLOVER,-0.01,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CLUNY,3.358150,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CNUNDAWF,4.805606,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",CULLRGWF,-0.08,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",ERGT01,0,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",GB01,0.139961,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",GEORGTN1,7.7610,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",GEORGTN2,1.0450,"2016/04/21 04:00:05"
D,METER_DATA,GEN_DUID,1,"2016/04/21 04:05:00",INVICTA,0,"2016/04/21 04:00:05"
