C,NEMP.WORLD,NEXT_DAY_ACTUAL_GEN,AEMO,PUBLIC,2016/04/18,04:10:19,0000000270510535,NEXT_DAY_ACTUAL_GEN,0000000270510535
I,METER_DATA,GEN_DUID,1,INTERVAL_DATETIME,DUID,MWH_READING,LASTCHANGED
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",ANGAS1,0,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",ANGAS2,0,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",BUTLERSG,-0.000002,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CALL_A_4,0,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CAPTL_WF,1.9720,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CATAGUN1,19.230001,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CATHROCK,11.639999,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CHALLHWF,35.400002,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CLOVER,-0.09,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CLUNY,1.914860,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CNUNDAWF,3.403971,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",CULLRGWF,10.07,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",ERGT01,0,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",GB01,0.146622,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",GEORGTN1,7.6580,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",GEORGTN2,7.2730,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",INVICTA,0,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",LKBONNY1,2.500662,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",MBAHNTH,57.656254,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",MEADOWB2,18.959999,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",MLWF1,14.985001,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",MTMILLAR,17.048044,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",PALOONA,7.82,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",PIONEER,-0.30,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",PORTLAT1,5.8509,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",PORTWF,70.400002,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",QUERIVE1,9.9510,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",REPULSE,0,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",ROWALLAN,7.3485,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",RPCG,-0.30,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",RUBICON,0,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",STARHLWF,5.198484,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",WAUBRAWF,135.651993,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",WOOLNTH1,47.590015,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",WPWF,26,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:05:00",YAMBUKWF,13.20,"2016/04/17 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",ANGAS1,0,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",ANGAS2,0,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",BUTLERSG,-0.000002,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",CALL_A_4,0,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",CAPTL_WF,1.9720,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",CATAGUN1,19.300001,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",CATHROCK,10.869999,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",CHALLHWF,37.799999,"2016/04/17 04:05:04"
D,METER_DATA,GEN_DUID,1,"2016/04/17 04:10:00",CLOVER,-0.11,"2016/04/17 04:05:04"
