C,NEMP.WORLD,NEXT_DAY_ACTUAL_GEN,AEMO,PUBLIC,2016/02/21,04:10:19,0000000268860552,NEXT_DAY_ACTUAL_GEN,0000000268860552
I,METER_DATA,GEN_DUID,1,INTERVAL_DATETIME,DUID,MWH_READING,LASTCHANGED
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",ANGAS1,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",ANGAS2,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",BUTLERSG,7.399999,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CALL_A_4,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CAPTL_WF,15.459999,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CATHROCK,12.909999,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CHALLHWF,19.200001,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CLOVER,-0.01,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CLUNY,2.657940,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CNUNDAWF,0.600701,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",CULLRGWF,8.15,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",ERGT01,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",GB01,0.159138,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",GERMCRK,37.50,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",INVICTA,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",LKBONNY1,1.161022,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",MBAHNTH,54.862503,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",MLWF1,1.83,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",MTMILLAR,24.772125,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",PALOONA,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",PIONEER,-1.90,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",PORTWF,12.40,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",REPULSE,3.8110,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",ROWALLAN,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",RPCG,19,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",RUBICON,0,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",STARHLWF,3.998834,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",WAUBRAWF,138.895996,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",WOOLNTH1,39.260017,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",WPWF,31,"2016/02/20 04:00:04"
D,METER_DATA,GEN_DUID,1,"2016/02/20 04:05:00",YAMBUKWF,8.10,"2016/02/20 04:00:04"
