0,0,0,0,765,0,0,285,372,0,824.915,0
0,0,0,0,765,0,0,285,372,0,560.48,0
0,0,0,0,765,0,0,285,372,0,808.2,0
0,0,0,0,765,0,0,285,372,0,691.12,0
0,0,0,0,765,0,0,285,372,0,498,0
0,0,5778.152,0,765,0,0,285,372,0,739.4,0
0,0,29206.9849,0,765,0,0,285,372,0,646.24,0
0,0,28672.1181,0,765,0,0,285,372,0,498,0
0,0,26697.69,0,765,0,0,285,372,0,712.54,0
0,0,25776.771,0,765,0,0,285,372,0,902.94,0
0,0,4630.574,0,765,0,0,285,372,0,512.355,0
0,0,0,0,5155.945,0,0,285,372,0,728.44,0
0,0,0,0,765,0,0,285,372,0,819.0233,0
0,0,0,0,765,0,0,285,372,0,337.0867,0
0,0,0,0,765,0,0,285,372,0,336,0
0,0,0,0,765,0,0,285,372,0,336,0
0,0,0,0,765,0,0,285,372,0,336,0
0,0,0,0,765,0,0,285,372,0,340.6406,0
0,0,0,0,765,0,0,285,372,0,627.1444,0
0,0,0,0,765,0,0,285,372,0,473.7,0
0,0,0,0,765,0,0,285,372,0,741,0
0,0,25477.935,0,765,0,0,285,372,0,741,0
0,0,28800.925,0,765,0,0,285,372,0,569.55,0
0,0,26871.45,0,765,0,0,285,372,0,340.05,0
0,0,0,0,765,0,0,285,372,0,739.65,0
0,0,0,0,5126.005,0,0,285,372,0,442.65,0
0,0,0,0,1002,0,0,285,372,0,419.025,0
0,0,0,0,1002,0,0,285,372,0,741,0
0,0,0,0,1002,0,0,285,372,0,585.75,0
0,0,0,0,1002,0,0,285,372,0,583.725,0
0,0,0,0,1002,0,0,285,372,0,741,0
0,0,0,0,1002,0,0,285,372,0,436.44,0
0,0,0,0,1002,0,0,285,372,0,616.8,0
0,0,0,0,1002,0,0,285,372,0,660,0
0,0,22956.28,0,1002,0,0,285,372,0,608.025,0
0,0,29396.195,0,1002,0,0,285,372,0,444.675,0
0,0,12417.52,0,1002,0,0,285,372,0,691.825,0
0,0,0,0,1002,0,0,285,372,0,579,0
0,0,0,0,1002,0,0,285,372,0,579,0
0,0,0,0,5267.83,0,0,285,372,0,579,0
0,0,0,0,765,0,0,285,372,0,579,0
0,0,0,0,765,0,0,285,372,0,579,0
0,0,0,0,765,0,0,285,372,0,771.44,0
0,0,0,0,765,0,0,285,372,0,579,0
0,0,1815.19,0,765,0,0,285,372,0,579,0
0,0,31381.485,0,765,0,0,285,372,0,725.88,0
0,0,28749.0013,0,765,0,0,285,372,0,579,0
0,0,26874.3987,0,765,0,0,285,372,0,579,0
0,0,25767.725,0,765,0,0,285,372,0,690.52,0
0,0,25429.94,0,765,0,0,285,372,0,579,0
0,0,24626.725,0,765,0,0,285,372,0,579,0
0,0,24097.75,0,765,0,0,285,372,0,579,0
0,0,23563.755,0,765,0,0,285,372,0,579,0
0,0,23466,0,4824.43,0,0,285,372,0,579,0
0,0,899.53,0,687,0,0,285,372,0,657.88,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,699.36,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,579,0
0,0,0,0,687,0,0,285,372,0,813.6,0
0,0,0,0,5220.88,0,0,285,372,0,579,0
0,0,14433.8356,0,687,0,0,285,372,0,326.6467,0
0,0,27628.9538,0,687,0,0,285,372,0,817.0433,0
