C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/08/01,04:40:00,0000000273596341,,0000000273596339
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 21:30:00",9025,"2016/07/31 21:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 22:00:00",8739,"2016/07/31 22:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 22:30:00",8528,"2016/07/31 22:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 23:00:00",8271,"2016/07/31 23:00:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 23:30:00",8078,"2016/07/31 23:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 00:00:00",7881,"2016/08/01 00:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 00:30:00",7661,"2016/08/01 00:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 01:00:00",7454,"2016/08/01 01:00:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 01:30:00",7304,"2016/08/01 01:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 02:00:00",7130,"2016/08/01 02:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 02:30:00",6876,"2016/08/01 02:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 03:00:00",6686,"2016/08/01 03:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 03:30:00",6577,"2016/08/01 03:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/01 04:00:00",6502,"2016/08/01 04:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 04:30:00",4967,"2016/07/31 04:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 05:00:00",5023,"2016/07/31 05:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 05:30:00",5062,"2016/07/31 05:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 06:00:00",5153,"2016/07/31 06:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 06:30:00",5297,"2016/07/31 06:30:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 07:00:00",5436,"2016/07/31 07:00:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 07:30:00",5617,"2016/07/31 07:30:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 08:00:00",5694,"2016/07/31 08:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 08:30:00",5734,"2016/07/31 08:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 09:00:00",5686,"2016/07/31 09:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 09:30:00",5602,"2016/07/31 09:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 10:00:00",5487,"2016/07/31 10:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 10:30:00",5369,"2016/07/31 10:30:29"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 11:00:00",5245,"2016/07/31 11:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 11:30:00",5138,"2016/07/31 11:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 12:00:00",5056,"2016/07/31 12:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 12:30:00",5032,"2016/07/31 12:30:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 13:00:00",5009,"2016/07/31 13:01:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 13:30:00",5030,"2016/07/31 13:30:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 14:00:00",5053,"2016/07/31 14:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 14:30:00",5133,"2016/07/31 14:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 15:00:00",5230,"2016/07/31 15:01:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 15:30:00",5372,"2016/07/31 15:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 16:00:00",5564,"2016/07/31 16:00:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 16:30:00",5735,"2016/07/31 16:31:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 17:00:00",6027,"2016/07/31 17:00:50"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 17:30:00",6299,"2016/07/31 17:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 18:00:00",6602,"2016/07/31 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 18:30:00",6736,"2016/07/31 18:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 19:00:00",6770,"2016/07/31 19:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 19:30:00",6679,"2016/07/31 19:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 20:00:00",6648,"2016/07/31 20:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 20:30:00",6618,"2016/07/31 20:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 21:00:00",6507,"2016/07/31 21:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 21:30:00",6334,"2016/07/31 21:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 22:00:00",6194,"2016/07/31 22:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 22:30:00",6256,"2016/07/31 22:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 23:00:00",6136,"2016/07/31 23:00:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/31 23:30:00",5869,"2016/07/31 23:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 00:00:00",5650,"2016/08/01 00:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 00:30:00",5465,"2016/08/01 00:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 01:00:00",5364,"2016/08/01 01:00:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 01:30:00",5228,"2016/08/01 01:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 02:00:00",5113,"2016/08/01 02:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 02:30:00",5055,"2016/08/01 02:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 03:00:00",5002,"2016/08/01 03:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 03:30:00",5020,"2016/08/01 03:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/01 04:00:00",5043,"2016/08/01 04:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 04:30:00",1161,"2016/07/31 04:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 05:00:00",1157,"2016/07/31 05:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 05:30:00",1141,"2016/07/31 05:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 06:00:00",1157,"2016/07/31 06:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 06:30:00",1163,"2016/07/31 06:30:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 07:00:00",1189,"2016/07/31 07:00:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 07:30:00",1213,"2016/07/31 07:30:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 08:00:00",1230,"2016/07/31 08:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 08:30:00",1268,"2016/07/31 08:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 09:00:00",1313,"2016/07/31 09:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 09:30:00",1315,"2016/07/31 09:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 10:00:00",1311,"2016/07/31 10:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 10:30:00",1290,"2016/07/31 10:30:29"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 11:00:00",1282,"2016/07/31 11:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 11:30:00",1243,"2016/07/31 11:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 12:00:00",1205,"2016/07/31 12:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 12:30:00",1179,"2016/07/31 12:30:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 13:00:00",1153,"2016/07/31 13:01:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 13:30:00",1149,"2016/07/31 13:30:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 14:00:00",1207,"2016/07/31 14:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 14:30:00",1221,"2016/07/31 14:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 15:00:00",1243,"2016/07/31 15:01:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 15:30:00",1292,"2016/07/31 15:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 16:00:00",1328,"2016/07/31 16:00:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 16:30:00",1389,"2016/07/31 16:31:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 17:00:00",1467,"2016/07/31 17:00:50"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 17:30:00",1566,"2016/07/31 17:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 18:00:00",1650,"2016/07/31 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 18:30:00",1757,"2016/07/31 18:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 19:00:00",1814,"2016/07/31 19:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 19:30:00",1793,"2016/07/31 19:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 20:00:00",1770,"2016/07/31 20:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 20:30:00",1743,"2016/07/31 20:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 21:00:00",1717,"2016/07/31 21:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 21:30:00",1662,"2016/07/31 21:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 22:00:00",1612,"2016/07/31 22:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 22:30:00",1555,"2016/07/31 22:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 23:00:00",1494,"2016/07/31 23:00:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/31 23:30:00",1472,"2016/07/31 23:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 00:00:00",1683,"2016/08/01 00:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 00:30:00",1614,"2016/08/01 00:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 01:00:00",1543,"2016/08/01 01:00:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 01:30:00",1466,"2016/08/01 01:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 02:00:00",1394,"2016/08/01 02:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 02:30:00",1320,"2016/08/01 02:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 03:00:00",1276,"2016/08/01 03:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 03:30:00",1253,"2016/08/01 03:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/01 04:00:00",1231,"2016/08/01 04:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 04:30:00",1112,"2016/07/31 04:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 05:00:00",1118,"2016/07/31 05:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 05:30:00",1117,"2016/07/31 05:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 06:00:00",1130,"2016/07/31 06:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 06:30:00",1127,"2016/07/31 06:30:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 07:00:00",1163,"2016/07/31 07:00:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 07:30:00",1188,"2016/07/31 07:30:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 08:00:00",1218,"2016/07/31 08:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 08:30:00",1268,"2016/07/31 08:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 09:00:00",1281,"2016/07/31 09:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 09:30:00",1294,"2016/07/31 09:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 10:00:00",1296,"2016/07/31 10:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 10:30:00",1297,"2016/07/31 10:30:29"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 11:00:00",1264,"2016/07/31 11:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 11:30:00",1241,"2016/07/31 11:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 12:00:00",1235,"2016/07/31 12:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 12:30:00",1220,"2016/07/31 12:30:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 13:00:00",1203,"2016/07/31 13:01:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 13:30:00",1182,"2016/07/31 13:30:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 14:00:00",1161,"2016/07/31 14:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 14:30:00",1158,"2016/07/31 14:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 15:00:00",1157,"2016/07/31 15:01:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 15:30:00",1164,"2016/07/31 15:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 16:00:00",1179,"2016/07/31 16:00:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 16:30:00",1216,"2016/07/31 16:31:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 17:00:00",1261,"2016/07/31 17:00:50"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 17:30:00",1334,"2016/07/31 17:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 18:00:00",1412,"2016/07/31 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 18:30:00",1439,"2016/07/31 18:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 19:00:00",1436,"2016/07/31 19:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 19:30:00",1424,"2016/07/31 19:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 20:00:00",1408,"2016/07/31 20:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 20:30:00",1400,"2016/07/31 20:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 21:00:00",1370,"2016/07/31 21:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 21:30:00",1340,"2016/07/31 21:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 22:00:00",1318,"2016/07/31 22:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 22:30:00",1261,"2016/07/31 22:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 23:00:00",1214,"2016/07/31 23:00:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/31 23:30:00",1173,"2016/07/31 23:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 00:00:00",1144,"2016/08/01 00:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 00:30:00",1112,"2016/08/01 00:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 01:00:00",1096,"2016/08/01 01:00:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 01:30:00",1091,"2016/08/01 01:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 02:00:00",1079,"2016/08/01 02:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 02:30:00",1085,"2016/08/01 02:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 03:00:00",1086,"2016/08/01 03:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 03:30:00",1088,"2016/08/01 03:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/01 04:00:00",1092,"2016/08/01 04:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 04:30:00",4272,"2016/07/31 04:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 05:00:00",4258,"2016/07/31 05:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 05:30:00",4282,"2016/07/31 05:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 06:00:00",4331,"2016/07/31 06:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 06:30:00",4431,"2016/07/31 06:30:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 07:00:00",4546,"2016/07/31 07:00:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 07:30:00",4593,"2016/07/31 07:30:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 08:00:00",4764,"2016/07/31 08:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 08:30:00",4926,"2016/07/31 08:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 09:00:00",4996,"2016/07/31 09:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 09:30:00",5018,"2016/07/31 09:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 10:00:00",4989,"2016/07/31 10:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 10:30:00",4938,"2016/07/31 10:30:29"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 11:00:00",4873,"2016/07/31 11:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 11:30:00",4811,"2016/07/31 11:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 12:00:00",4756,"2016/07/31 12:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 12:30:00",4735,"2016/07/31 12:30:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 13:00:00",4665,"2016/07/31 13:01:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 13:30:00",4638,"2016/07/31 13:30:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 14:00:00",4612,"2016/07/31 14:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 14:30:00",4583,"2016/07/31 14:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 15:00:00",4569,"2016/07/31 15:01:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 15:30:00",4635,"2016/07/31 15:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 16:00:00",4759,"2016/07/31 16:00:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 16:30:00",4900,"2016/07/31 16:31:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 17:00:00",5122,"2016/07/31 17:00:50"
